SUBCATEGORY,CATEGORY,SECTION,AVG_QTY_STRUK_MONTH_BEFORE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_GROWTH,PURCHASE_FREQUENCY_BEFORE,PURCHASE_FREQUENCY_AFTER,PURCHASE_FREQUENCY_GROWTH,SPT_BEFORE,SPT_AFTER,SPT_GROWTH,SPB_BEFORE,SPB_AFTER,SPB_GROWTH,BUYER_COUNT_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_GROWTH
2221A - CAN BISCUIT,2221 - CAN BISCUIT,BISC & CONFECTIONARY,1.1,1.09,-0.0091,132.0,148.67,0.1263,1.09,1.16,0.0642,67150.0,60293.0,-0.1021,73254.0,70028.0,-0.044,242.0,384.0,0.5868
2222A - COOKIES BISCUIT 15-30G,2222 - COOKIES BISCUIT,BISC & CONFECTIONARY,,1.23,,,73.33,,,1.08,,,7530.0,,,8121.0,,,204.0,
2222B - COOKIES BISCUIT 40-60G,2222 - COOKIES BISCUIT,BISC & CONFECTIONARY,1.49,1.47,-0.0134,1698.5,1715.33,0.0099,1.21,1.27,0.0496,15184.0,15430.0,0.0162,18349.0,19591.0,0.0677,2811.0,4053.0,0.4418
2222C - COOKIES BISCUIT 61-100G,2222 - COOKIES BISCUIT,BISC & CONFECTIONARY,1.29,1.3,0.0078,2170.5,2022.33,-0.0683,1.24,1.3,0.0484,13509.0,13824.0,0.0233,16783.0,17970.0,0.0707,3494.0,4667.0,0.3357
2222D - COOKIES BISCUIT 110-200G,2222 - COOKIES BISCUIT,BISC & CONFECTIONARY,1.16,1.18,0.0172,1130.5,1275.67,0.1284,1.21,1.25,0.0331,13486.0,13326.0,-0.0119,16271.0,16644.0,0.0229,1874.0,3064.0,0.635
2222E - COOKIES BISCUIT 250-300G,2222 - COOKIES BISCUIT,BISC & CONFECTIONARY,1.11,1.19,0.0721,704.0,767.33,0.09,1.2,1.25,0.0417,14874.0,15625.0,0.0505,17823.0,19602.0,0.0998,1175.0,1835.0,0.5617
2222F - HEALTHY COOKIES BISCUIT,2222 - COOKIES BISCUIT,BISC & CONFECTIONARY,2.06,2.55,0.2379,946.5,1199.33,0.2671,1.22,1.31,0.0738,16065.0,17617.0,0.0966,19583.0,23091.0,0.1791,1553.0,2745.0,0.7675
2223A - CRACKER BISCUIT 10-30G,2223 - CRACKER BISCUIT,BISC & CONFECTIONARY,1.53,1.37,-0.1046,117.0,77.33,-0.3391,1.11,1.12,0.009,5768.0,5208.0,-0.0971,6396.0,5837.0,-0.0874,211.0,207.0,-0.019
2223B - CRACKER BISCUIT 35-99G,2223 - CRACKER BISCUIT,BISC & CONFECTIONARY,1.25,1.25,0.0,1555.5,1699.67,0.0927,1.22,1.31,0.0738,10795.0,10983.0,0.0174,13119.0,14378.0,0.096,2560.0,3895.0,0.5215
2223C - CRACKER BISCUIT 100-180G,2223 - CRACKER BISCUIT,BISC & CONFECTIONARY,1.24,1.26,0.0161,1530.0,1464.33,-0.0429,1.24,1.29,0.0403,10917.0,11460.0,0.0497,13503.0,14746.0,0.0921,2474.0,3414.0,0.38
2223D - CRACKER BISCUIT 200-260G,2223 - CRACKER BISCUIT,BISC & CONFECTIONARY,1.15,1.17,0.0174,983.5,915.0,-0.0696,1.22,1.27,0.041,13382.0,13561.0,0.0134,16299.0,17202.0,0.0554,1615.0,2164.0,0.3399
2223E - CRACKER BISCUIT 300-400G,2223 - CRACKER BISCUIT,BISC & CONFECTIONARY,1.16,1.22,0.0517,200.0,233.0,0.165,1.23,1.25,0.0163,20485.0,21372.0,0.0433,25290.0,26629.0,0.0529,324.0,561.0,0.7315
2224A - MARIE BISCUIT 30-85G,2224 - MARIE BISCUIT,BISC & CONFECTIONARY,,1.13,,,37.67,,,1.08,,,14280.0,,,15368.0,,,105.0,
2224B - MARIE BISCUIT 100-190G,2224 - MARIE BISCUIT,BISC & CONFECTIONARY,1.18,1.18,0.0,939.0,981.67,0.0454,1.18,1.24,0.0508,13068.0,12991.0,-0.0059,15377.0,16116.0,0.0481,1596.0,2374.0,0.4875
2224C - MARIE BISCUIT 200-250G,2224 - MARIE BISCUIT,BISC & CONFECTIONARY,1.16,1.14,-0.0172,243.5,223.33,-0.0828,1.15,1.21,0.0522,30147.0,29955.0,-0.0064,34790.0,36162.0,0.0394,422.0,555.0,0.3152
2225A - PIE BISCUIT 32-110G,2225 - PIE BISCUIT,BISC & CONFECTIONARY,1.07,1.1,0.028,101.0,112.33,0.1122,1.1,1.12,0.0182,14396.0,15446.0,0.0729,15804.0,17236.0,0.0906,184.0,302.0,0.6413
2225B - PIE BISCUIT 150-200G,2225 - PIE BISCUIT,BISC & CONFECTIONARY,1.04,1.07,0.0288,82.5,90.67,0.099,1.08,1.1,0.0185,12148.0,12850.0,0.0578,13101.0,14093.0,0.0757,153.0,248.0,0.6209
2226A - SANDWICH BISCUIT 10-49G,2226 - SANDWICH BISCUIT,BISC & CONFECTIONARY,1.19,1.18,-0.0084,104.0,119.33,0.1474,1.13,1.15,0.0177,10238.0,10476.0,0.0232,11574.0,12020.0,0.0385,184.0,312.0,0.6957
2226B - SANDWICH BISCUIT 50-99G,2226 - SANDWICH BISCUIT,BISC & CONFECTIONARY,1.26,1.23,-0.0238,1009.5,870.0,-0.1382,1.17,1.22,0.0427,11573.0,11340.0,-0.0201,13553.0,13851.0,0.022,1724.0,2137.0,0.2396
2226C - SANDWICH BISCUIT 100-150G,2226 - SANDWICH BISCUIT,BISC & CONFECTIONARY,1.25,1.29,0.032,2815.5,3429.67,0.2181,1.26,1.36,0.0794,13322.0,13427.0,0.0079,16843.0,18308.0,0.087,4454.0,7546.0,0.6942
2226D - SANDWICH BISCUIT 160-229G,2226 - SANDWICH BISCUIT,BISC & CONFECTIONARY,1.17,1.19,0.0171,882.0,821.0,-0.0692,1.17,1.25,0.0684,18784.0,20717.0,0.1029,22046.0,25862.0,0.1731,1503.0,1973.0,0.3127
2226E - SANDWICH BISCUIT 230-500G,2226 - SANDWICH BISCUIT,BISC & CONFECTIONARY,1.8,1.68,-0.0667,111.5,9.33,-0.9163,1.21,1.4,0.157,51121.0,35250.0,-0.3105,61622.0,49350.0,-0.1991,185.0,20.0,-0.8919
2227A - WAFER BISCUIT PACK,2227 - WAFER BISCUIT,BISC & CONFECTIONARY,1.2,1.19,-0.0083,201.5,109.67,-0.4557,1.16,1.18,0.0172,11353.0,11396.0,0.0038,13185.0,13438.0,0.0192,347.0,279.0,-0.196
2227B - WAFER BISCUIT 10-40G,2227 - WAFER BISCUIT,BISC & CONFECTIONARY,1.47,1.38,-0.0612,74.0,71.33,-0.0361,1.08,1.09,0.0093,15051.0,13898.0,-0.0766,16259.0,15097.0,-0.0715,137.0,197.0,0.438
2227C - WAFER BISCUIT 45-95G,2227 - WAFER BISCUIT,BISC & CONFECTIONARY,1.34,1.26,-0.0597,252.0,319.33,0.2672,1.07,1.14,0.0654,10347.0,10409.0,0.006,11048.0,11885.0,0.0758,472.0,839.0,0.7775
2227D - WAFER BISCUIT 100-145G,2227 - WAFER BISCUIT,BISC & CONFECTIONARY,1.39,1.58,0.1367,2972.0,2586.33,-0.1298,1.32,1.37,0.0379,14275.0,16170.0,0.1327,18801.0,22119.0,0.1765,4513.0,5672.0,0.2568
2227E - WAFER BISCUIT 150-260G,2227 - WAFER BISCUIT,BISC & CONFECTIONARY,1.72,2.02,0.1744,12.5,14.67,0.1736,1.19,1.38,0.1597,25052.0,26711.0,0.0662,29824.0,36728.0,0.2315,21.0,32.0,0.5238
2227F - WAFER BISCUIT 300-350G,2227 - WAFER BISCUIT,BISC & CONFECTIONARY,1.03,1.08,0.0485,56.0,48.0,-0.1429,1.11,1.12,0.009,27987.0,30210.0,0.0794,31035.0,33986.0,0.0951,101.0,128.0,0.2673
2228B - STICK BISCUIT 18-35G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.39,1.32,-0.0504,959.5,707.0,-0.2632,1.19,1.17,-0.0168,13548.0,12385.0,-0.0858,16078.0,14442.0,-0.1018,1617.0,1819.0,0.1249
2228C - STICK BISCUIT 36-50G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.68,1.42,-0.1548,1668.5,1140.67,-0.3164,1.19,1.21,0.0168,15346.0,12400.0,-0.192,18296.0,14957.0,-0.1825,2799.0,2837.0,0.0136
2228D - STICK BISCUIT 51-100G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.16,1.19,0.0259,510.5,615.67,0.206,1.13,1.19,0.0531,11584.0,12168.0,0.0504,13069.0,14471.0,0.1073,905.0,1553.0,0.716
2228E - STICK BISCUIT 110-350G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.11,1.13,0.018,201.0,155.0,-0.2289,1.16,1.22,0.0517,21560.0,22929.0,0.0635,24978.0,27984.0,0.1203,347.0,381.0,0.098
2228I - STICK BISCUIT CUP,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.42,1.99,0.4014,682.5,931.33,0.3646,1.22,1.29,0.0574,9088.0,10398.0,0.1441,11116.0,13457.0,0.2106,1116.0,2159.0,0.9346
2228J - STICK BISCUIT PACK,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.0,,,3.5,,,1.0,,,19000.0,,,19000.0,,,7.0,,
2229A - SOFT CAKE <90G,2229 - SOFT CAKE,BISC & CONFECTIONARY,1.18,1.16,-0.0169,168.5,138.0,-0.181,1.12,1.13,0.0089,11091.0,10595.0,-0.0447,12376.0,12018.0,-0.0289,302.0,365.0,0.2086
2229B - SOFT CAKE >90G,2229 - SOFT CAKE,BISC & CONFECTIONARY,1.12,1.12,0.0,285.0,256.33,-0.1006,1.18,1.2,0.0169,22418.0,22013.0,-0.0181,26511.0,26408.0,-0.0039,482.0,641.0,0.3299
2301A - JELLY BAG,2301 - JELLY & PUDDING,BISC & CONFECTIONARY,1.21,1.21,0.0,409.5,415.0,0.0134,1.28,1.39,0.0859,12430.0,12138.0,-0.0235,15906.0,16866.0,0.0604,640.0,896.0,0.4
2301B - JELLY PACK,2301 - JELLY & PUDDING,BISC & CONFECTIONARY,1.39,1.94,0.3957,80.5,101.67,0.263,1.29,1.3,0.0078,6530.0,8206.0,0.2567,8410.0,10651.0,0.2665,125.0,235.0,0.88
2312A - CHINESE PRESERVED FRUIT,2312 - CHINESE PRESERVED FRUIT,BISC & CONFECTIONARY,1.0,1.0,0.0,0.5,0.33,-0.34,1.0,1.0,0.0,34900.0,35900.0,0.0287,34900.0,35900.0,0.0287,1.0,1.0,0.0
2322A - CAN CANDY,2322 - CAN & BOTTLE CANDY,BISC & CONFECTIONARY,1.18,1.03,-0.1271,57.0,48.0,-0.1579,1.04,1.05,0.0096,17521.0,12602.0,-0.2807,18158.0,13246.0,-0.2705,110.0,137.0,0.2455
2323A - BAG CANDY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.26,1.32,0.0476,1316.5,1315.33,-0.0009,1.18,1.26,0.0678,12401.0,13530.0,0.091,14669.0,17080.0,0.1644,2226.0,3126.0,0.4043
2323B - BAG CANDY GUMMY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.14,1.14,0.0,653.5,584.67,-0.1053,1.17,1.22,0.0427,18006.0,17778.0,-0.0127,21088.0,21715.0,0.0297,1116.0,1436.0,0.2867
2324A - MARSHMALLOW,2324 - MARSHMALLOW,BISC & CONFECTIONARY,1.14,1.15,0.0088,324.0,329.0,0.0154,1.15,1.21,0.0522,12039.0,12176.0,0.0114,13808.0,14728.0,0.0666,565.0,816.0,0.4442
2331A - ENROBED CHOCOLATE 9-19G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.28,1.26,-0.0156,44.0,46.67,0.0607,1.1,1.11,0.0091,8118.0,7915.0,-0.025,8930.0,8794.0,-0.0152,80.0,126.0,0.575
2331B - ENROBED CHOCOLATE 20-45G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.59,1.58,-0.0063,1784.5,1630.67,-0.0862,1.28,1.35,0.0547,20031.0,19838.0,-0.0096,25660.0,26764.0,0.043,2786.0,3626.0,0.3015
2331C - ENROBED CHOCOLATE >50G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.24,1.28,0.0323,963.0,1010.33,0.0491,1.24,1.3,0.0484,17420.0,18042.0,0.0357,21521.0,23410.0,0.0878,1559.0,2336.0,0.4984
2331D - ENROBED CHOCOLATE PASTA,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.19,1.3,0.0924,200.0,235.33,0.1767,1.14,1.22,0.0702,8783.0,10519.0,0.1977,9980.0,12849.0,0.2875,352.0,578.0,0.642
2331E - ENROBED CHOCOLATE PACKED,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.0,1.0,0.0,1.0,0.67,-0.33,1.0,1.0,0.0,83900.0,129000.0,0.5375,83900.0,129000.0,0.5375,2.0,2.0,0.0
2333A - DRAGEES CHOCOLATE 10-29G,2333 - DRAGEES CHOCOLATE,BISC & CONFECTIONARY,1.29,1.23,-0.0465,387.0,322.33,-0.1671,1.15,1.19,0.0348,13261.0,12586.0,-0.0509,15274.0,14915.0,-0.0235,672.0,816.0,0.2143
2333B - DRAGEES CHOCOLATE 30-49G,2333 - DRAGEES CHOCOLATE,BISC & CONFECTIONARY,1.4,1.24,-0.1143,743.0,607.67,-0.1821,1.19,1.23,0.0336,14474.0,13818.0,-0.0453,17207.0,16997.0,-0.0122,1250.0,1482.0,0.1856
2333C - DRAGEES CHOCOLATE 50-160G,2333 - DRAGEES CHOCOLATE,BISC & CONFECTIONARY,,1.22,,,38.0,,,1.12,,,17680.0,,,19760.0,,,102.0,
1211A - INSTANT TEA,1211 - INSTANT TEA,BREAKFAST,1.38,1.22,-0.1159,126.5,105.33,-0.1674,1.23,1.31,0.065,21470.0,21642.0,0.008,26497.0,28260.0,0.0665,205.0,242.0,0.1805
1212A - BAG TEA,1212 - BAG TEA,BREAKFAST,1.36,1.32,-0.0294,1064.5,1117.0,0.0493,1.17,1.26,0.0769,13558.0,13124.0,-0.032,15895.0,16589.0,0.0437,1816.0,2651.0,0.4598
1213A - LEAF TEA 80-100G,1213 - LEAF TEA,BREAKFAST,1.34,1.33,-0.0075,202.0,199.33,-0.0132,1.54,1.59,0.0325,13852.0,13666.0,-0.0134,21279.0,21793.0,0.0242,263.0,375.0,0.4259
1213B - LEAF TEA 40-60G,1213 - LEAF TEA,BREAKFAST,1.57,1.29,-0.1783,69.0,65.0,-0.058,1.13,1.17,0.0354,6714.0,5547.0,-0.1738,7595.0,6516.0,-0.1421,122.0,166.0,0.3607
1221A - 2 IN 1 INSTANT COFFEE MIX 5-8'S,1221 - INSTANT COFFEE MIX,BREAKFAST,1.0,1.0,0.0,0.5,0.67,0.34,1.0,1.0,0.0,23000.0,23000.0,0.0,23000.0,23000.0,0.0,1.0,2.0,1.0
1221B - 2 IN 1 INSTANT COFFEE MIX 10'S,1221 - INSTANT COFFEE MIX,BREAKFAST,1.18,1.19,0.0085,147.5,170.0,0.1525,1.17,1.35,0.1538,16805.0,16870.0,0.0039,19673.0,22701.0,0.1539,252.0,379.0,0.504
1221C - 3 IN 1 INSTANT COFFEE MIX 5-8S,1221 - INSTANT COFFEE MIX,BREAKFAST,1.19,1.23,0.0336,329.0,396.33,0.2047,1.26,1.35,0.0714,13987.0,13744.0,-0.0174,17564.0,18550.0,0.0561,524.0,881.0,0.6813
1221D - 3 IN 1 INSTANT COFFEE MIX 9-10S,1221 - INSTANT COFFEE MIX,BREAKFAST,1.27,1.29,0.0157,2035.5,1973.0,-0.0307,1.44,1.62,0.125,22324.0,22027.0,-0.0133,32170.0,35612.0,0.107,2825.0,3661.0,0.2959
1221E - 2 IN 1 INSTANT COFFEE MIX BAG,1221 - INSTANT COFFEE MIX,BREAKFAST,,1.0,,,0.33,,,1.0,,,91500.0,,,91500.0,,,1.0,
1221F - 3 IN 1 INSTANT COFFEE MIX BAG,1221 - INSTANT COFFEE MIX,BREAKFAST,1.14,1.12,-0.0175,179.5,188.67,0.0511,1.28,1.36,0.0625,19727.0,19709.0,-0.0009,25202.0,26751.0,0.0615,281.0,417.0,0.484
1222B - 2 IN 1 COFFEE MIX 9-10S,1222 - COFFEE MIX,BREAKFAST,1.87,1.95,0.0428,964.0,856.0,-0.112,1.42,1.54,0.0845,23051.0,25139.0,0.0906,32775.0,38727.0,0.1816,1356.0,1667.0,0.2294
1222C - 3 IN 1 COFFEE MIX 5-8S,1222 - COFFEE MIX,BREAKFAST,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,19600.0,19500.0,-0.0051,19600.0,19500.0,-0.0051,2.0,6.0,2.0
1222D - 3 IN 1 COFFEE MIX 9-10S,1222 - COFFEE MIX,BREAKFAST,1.18,1.22,0.0339,437.5,484.33,0.107,1.26,1.4,0.1111,18912.0,18508.0,-0.0214,23810.0,25958.0,0.0902,695.0,1036.0,0.4906
1223B - PURE COFFEE 101-250G,1222 - COFFEE MIX,BREAKFAST,1.0,1.11,0.11,1.5,6.0,3.0,1.0,1.29,0.29,35333.0,38889.0,0.1006,35333.0,50000.0,0.4151,3.0,14.0,3.6667
1223A - PURE COFFEE 50-100G,1223 - PURE COFFEE,BREAKFAST,1.23,1.27,0.0325,1437.5,1497.33,0.0416,1.39,1.55,0.1151,18421.0,18512.0,0.0049,25647.0,28695.0,0.1188,2065.0,2898.0,0.4034
1223B - PURE COFFEE 101-250G,1223 - PURE COFFEE,BREAKFAST,1.38,1.28,-0.0725,1095.0,1126.0,0.0283,1.4,1.55,0.1071,28554.0,26363.0,-0.0767,39983.0,40795.0,0.0203,1564.0,2183.0,0.3958
1223C - PURE COFFEE 251-450G,1223 - PURE COFFEE,BREAKFAST,1.24,1.25,0.0081,340.5,342.0,0.0044,1.41,1.42,0.0071,56959.0,56248.0,-0.0125,80143.0,79821.0,-0.004,484.0,723.0,0.4938
1224A - POWDER CREAMER & CHOCOLATE DRINK,1224 - POWDER CREAMER & CHOCOLATE DRINK,BREAKFAST,1.27,1.25,-0.0157,464.0,428.33,-0.0769,1.26,1.31,0.0397,18072.0,17655.0,-0.0231,22817.0,23173.0,0.0156,735.0,979.0,0.332
1321A - CEREAL CUP,1321 - CEREAL,BREAKFAST,1.58,1.56,-0.0127,587.0,543.33,-0.0744,1.27,1.27,0.0,15128.0,15057.0,-0.0047,19242.0,19144.0,-0.0051,923.0,1282.0,0.3889
1321B - CEREAL BAG,1321 - CEREAL,BREAKFAST,1.22,1.2,-0.0164,920.0,925.33,0.0058,1.2,1.29,0.075,17785.0,19716.0,0.1086,21347.0,25433.0,0.1914,1533.0,2152.0,0.4038
1321C - CEREAL SACHET,1321 - CEREAL,BREAKFAST,1.18,1.22,0.0339,380.5,423.33,0.1126,1.12,1.2,0.0714,30602.0,33344.0,0.0896,34298.0,39950.0,0.1648,679.0,1060.0,0.5611
1321D - CEREAL BOX,1321 - CEREAL,BREAKFAST,1.16,1.15,-0.0086,725.0,584.33,-0.194,1.24,1.35,0.0887,35312.0,33765.0,-0.0438,43651.0,45496.0,0.0423,1173.0,1301.0,0.1091
1411A - DIETATIC BEVERAGE BOX,1411 - DIETATIC BEVERAGE,BREAKFAST,1.05,1.07,0.019,106.5,117.33,0.1017,1.11,1.12,0.009,22281.0,24510.0,0.1,24718.0,27389.0,0.1081,192.0,315.0,0.6406
1411B - DIETATIC BEVERAGE BOTTLE,1411 - DIETATIC BEVERAGE,BREAKFAST,1.67,1.8,0.0778,1.5,1.67,0.1133,1.0,1.0,0.0,58167.0,62820.0,0.08,58167.0,62820.0,0.08,3.0,5.0,0.6667
1412A - DIETATIC SUGAR,1412 - DIETATIC SUGAR,BREAKFAST,1.1,1.08,-0.0182,152.5,156.33,0.0251,1.17,1.26,0.0769,54194.0,52293.0,-0.0351,63330.0,65928.0,0.041,261.0,372.0,0.4253
2021A - SWEETENED CONDENSED MILK PACK,2021 - SWEETENED CONDENSED MILK,BREAKFAST,1.22,1.18,-0.0328,387.5,293.0,-0.2439,1.23,1.22,-0.0081,9777.0,10376.0,0.0613,12008.0,12615.0,0.0505,631.0,723.0,0.1458
2021B - SWEETENED CONDENSED MILK POUCH,2021 - SWEETENED CONDENSED MILK,BREAKFAST,1.7,1.77,0.0412,3616.0,4181.0,0.1562,1.43,1.68,0.1748,29448.0,31267.0,0.0618,42155.0,52481.0,0.245,5052.0,7473.0,0.4792
2021C - SWEETENED CONDENSED MILK CAN,2021 - SWEETENED CONDENSED MILK,BREAKFAST,1.73,1.61,-0.0694,378.5,359.0,-0.0515,1.53,1.56,0.0196,27147.0,25736.0,-0.052,41432.0,40228.0,-0.0291,496.0,689.0,0.3891
2021D - SWEETENED CONDENSED CREAMER CAN,2021 - SWEETENED CONDENSED MILK,BREAKFAST,1.66,1.8,0.0843,366.5,383.33,0.0459,1.52,1.68,0.1053,20337.0,22765.0,0.1194,30991.0,38163.0,0.2314,481.0,686.0,0.4262
2021E - SWEETENED CONDENSED CREAMER PACK,2021 - SWEETENED CONDENSED MILK,BREAKFAST,1.2,1.35,0.125,145.5,304.0,1.0893,1.19,1.27,0.0672,10201.0,11377.0,0.1153,12166.0,14431.0,0.1862,244.0,719.0,1.9467
1111A - ENERGY DRINK LIQUID BOTTLE  100-250ML,1111 - ENERGY DRINK,CHILLER,1.33,1.35,0.015,129.5,114.0,-0.1197,1.1,1.33,0.2091,8867.0,9030.0,0.0184,9772.0,12016.0,0.2296,235.0,257.0,0.0936
1111B - ENERGY DRINK LIQUID CAN 200-350ML,1111 - ENERGY DRINK,CHILLER,1.64,1.33,-0.189,84.5,66.0,-0.2189,1.36,1.34,-0.0147,15683.0,13937.0,-0.1113,21375.0,18646.0,-0.1277,124.0,148.0,0.1935
1112A - CARBONATED DRINK CAN 200-250ML,1112 - CARBONATED DRINK,CHILLER,1.61,1.53,-0.0497,117.5,111.67,-0.0496,1.23,1.32,0.0732,11237.0,18776.0,0.6709,13826.0,24763.0,0.791,191.0,254.0,0.3298
1112B - CARBONATED DRINK CAN 300-330ML,1112 - CARBONATED DRINK,CHILLER,1.44,2.0,0.3889,9.0,2.0,-0.7778,1.29,1.0,-0.2248,9800.0,15800.0,0.6122,12600.0,15800.0,0.254,14.0,6.0,-0.5714
1112C - CARBONATED DRINK PET 250-450 ML,1112 - CARBONATED DRINK,CHILLER,1.2,1.5,0.25,3622.5,1549.0,-0.5724,1.82,1.47,-0.1923,6646.0,8037.0,0.2093,12125.0,11834.0,-0.024,3971.0,3156.0,-0.2052
1112D - CARBONATED DRINK PET 425-500ML,1112 - CARBONATED DRINK,CHILLER,1.11,1.17,0.0541,95.0,92.33,-0.0281,1.14,1.17,0.0263,10713.0,11031.0,0.0297,12262.0,12947.0,0.0559,166.0,236.0,0.4217
1112E - CARBONATED DRINK PET 1000-1800ML,1112 - CARBONATED DRINK,CHILLER,1.16,1.38,0.1897,2051.0,670.33,-0.6732,1.63,1.42,-0.1288,15586.0,16689.0,0.0708,25391.0,23735.0,-0.0652,2518.0,1414.0,-0.4384
1113B - MINERAL WATER PET 330-400ML,1113 - MINERAL WATER,CHILLER,10.42,8.82,-0.1536,386.0,430.33,0.1148,1.23,1.32,0.0732,31234.0,30115.0,-0.0358,38457.0,39875.0,0.0369,627.0,975.0,0.555
1113C - MINERAL WATER PET 500-750ML,1113 - MINERAL WATER,CHILLER,2.78,2.94,0.0576,3340.0,3329.67,-0.0031,1.51,1.64,0.0861,9227.0,10080.0,0.0924,13891.0,16578.0,0.1934,4437.0,6074.0,0.3689
1113D - MINERAL WATER PET 1-1.5L,1113 - MINERAL WATER,CHILLER,2.37,2.43,0.0253,1970.0,1977.33,0.0037,1.66,1.79,0.0783,14803.0,15764.0,0.0649,24548.0,28193.0,0.1485,2376.0,3317.0,0.396
1113I - FUNCTIONAL DRINK,1113 - MINERAL WATER,CHILLER,3.22,2.79,-0.1335,478.0,455.33,-0.0474,1.36,1.47,0.0809,17962.0,17903.0,-0.0033,24392.0,26382.0,0.0816,704.0,927.0,0.3168
1114A - ISOTONIC DRINK PET 100-250ML,1114 - ISOTONIC DRINK,CHILLER,1.45,1.42,-0.0207,217.5,212.0,-0.0253,1.19,1.23,0.0336,12283.0,12244.0,-0.0032,14599.0,15004.0,0.0277,366.0,519.0,0.418
1114B - ISOTONIC DRINK PET 300-380ML,1114 - ISOTONIC DRINK,CHILLER,1.62,1.54,-0.0494,380.5,371.0,-0.025,1.22,1.26,0.0328,10113.0,9311.0,-0.0793,12354.0,11697.0,-0.0532,623.0,886.0,0.4222
1114C - ISOTONIC DRINK PET 450-500ML,1114 - ISOTONIC DRINK,CHILLER,1.39,1.56,0.1223,1078.0,1080.33,0.0022,1.23,1.3,0.0569,14135.0,17319.0,0.2253,17454.0,22552.0,0.2921,1746.0,2489.0,0.4255
1114D - ISOTONIC DRINK CAN 330ML,1114 - ISOTONIC DRINK,CHILLER,1.58,1.5,-0.0506,26.0,20.67,-0.205,1.06,1.09,0.0283,11017.0,10523.0,-0.0448,11692.0,11446.0,-0.021,49.0,57.0,0.1633
1114E - ISOTONIC DRINK PET 900ML-1.5L,1114 - ISOTONIC DRINK,CHILLER,1.11,1.15,0.036,124.0,137.33,0.1075,1.13,1.23,0.0885,20620.0,22277.0,0.0804,23244.0,27479.0,0.1822,220.0,334.0,0.5182
1114F - ISOTONIC DRINK PET 2L,1114 - ISOTONIC DRINK,CHILLER,1.14,1.14,0.0,55.5,66.67,0.2013,1.06,1.29,0.217,27414.0,27834.0,0.0153,28981.0,35915.0,0.2393,105.0,155.0,0.4762
1115A - REMEDIES DRINK CAN,1115 - REMEDIES DRINK,CHILLER,1.57,1.59,0.0127,822.5,903.0,0.0979,1.26,1.35,0.0714,12507.0,12846.0,0.0271,15717.0,17383.0,0.106,1309.0,2002.0,0.5294
1115C - REMEDIES DRINK PET 150-350ML,1115 - REMEDIES DRINK,CHILLER,1.56,1.56,0.0,524.5,520.33,-0.008,1.2,1.23,0.025,12762.0,13032.0,0.0212,15265.0,16081.0,0.0535,877.0,1265.0,0.4424
1115D - REMEDIES DRINK PET 500-600ML,1115 - REMEDIES DRINK,CHILLER,1.69,1.59,-0.0592,324.5,366.0,0.1279,1.17,1.22,0.0427,14760.0,13914.0,-0.0573,17322.0,17013.0,-0.0178,553.0,898.0,0.6239
1116A - VITAMIN DRINK 100-150ML,1116 - VITAMIN DRINK,CHILLER,1.65,1.56,-0.0545,1011.5,862.0,-0.1478,1.27,1.35,0.063,13051.0,12588.0,-0.0355,16511.0,17008.0,0.0301,1599.0,1914.0,0.197
1116B - VITAMIN DRINK 300-500ML,1116 - VITAMIN DRINK,CHILLER,2.05,2.14,0.0439,103.0,132.0,0.2816,1.18,1.25,0.0593,15590.0,16277.0,0.0441,18457.0,20270.0,0.0982,174.0,318.0,0.8276
1117A - YOGHURT BEVERAGE,1117 - YOGHURT BEVERAGE,CHILLER,1.63,1.77,0.0859,384.5,397.33,0.0334,1.22,1.31,0.0738,13146.0,14510.0,0.1038,16022.0,19027.0,0.1876,631.0,909.0,0.4406
1118A - CARBONATED MALT,1118 - CARBONATED MALT,CHILLER,13.03,11.84,-0.0913,224.5,278.67,0.2413,1.65,1.67,0.0121,118771.0,108097.0,-0.0899,196060.0,180738.0,-0.0781,272.0,500.0,0.8382
1118B - CARBONATED MALT PACK,1118 - CARBONATED MALT,CHILLER,1.51,1.52,0.0066,17.5,21.33,0.2189,1.17,1.07,-0.0855,12131.0,12022.0,-0.009,14153.0,12823.0,-0.094,30.0,60.0,1.0
